week,date,time,strategy,symbol,price,under_before,under_after,under_pct,consecutive
week3,2026-07-28,13:16:11,小口売り連続/WATCH,5591,782.0,,,,5
week3,2026-07-28,13:18:38,UNDER急増,5591,784.0,19100,28300,48.2,
week3,2026-07-28,13:28:59,小口売り連続/WATCH,5574,2523.0,,,,5
week3,2026-07-28,13:55:13,UNDER急増,5588,755.0,13700,16500,20.4,
week3,2026-07-28,13:58:00,小口売り連続/WATCH,9130,1440.0,,,,5
week3,2026-07-28,14:04:00,小口売り連続/WATCH,4011,1926.0,,,,5
week3,2026-07-28,14:04:56,小口売り連続/WATCH,5588,756.0,,,,5
week3,2026-07-28,14:05:44,小口売り連続/WATCH,5574,2502.0,,,,5
week3,2026-07-28,14:12:26,小口売り連続/WATCH,5817,895.0,,,,5
week3,2026-07-28,14:13:32,UNDER急増,4011,1923.0,25100,30800,22.7,
week3,2026-07-28,14:16:47,小口売り連続/STRONG,9130,1435.0,,,,10
week3,2026-07-28,14:22:43,UNDER急増,6217,686.0,15200,27700,82.2,
week3,2026-07-28,14:30:03,UNDER急増,2998,495.0,87300,109400,25.3,
week3,2026-07-28,14:43:54,UNDER急増,7794,890.0,69700,96500,38.5,
week3,2026-07-28,14:49:11,小口売り連続/WATCH,5597,1193.0,,,,5
week3,2026-07-28,14:53:01,小口売り連続/WATCH,6433,840.0,,,,5
week3,2026-07-28,14:54:30,小口売り連続/WATCH,9130,1434.0,,,,5
week3,2026-07-28,14:54:31,UNDER急増,7794,890.0,71100,98000,37.8,
week3,2026-07-28,14:56:40,小口売り連続/STRONG,5597,1190.0,,,,10
week3,2026-07-28,14:57:19,小口売り連続/WATCH,6433,840.0,,,,5
week3,2026-07-28,14:58:27,UNDER急増,7794,890.0,71000,98300,38.5,
week3,2026-07-28,15:00:15,UNDER急増,7794,890.0,71000,97800,37.7,
week3,2026-07-28,15:04:47,小口売り連続/WATCH,5817,882.0,,,,5
week3,2026-07-28,15:07:38,小口売り連続/WATCH,5597,1188.0,,,,5
week3,2026-07-28,15:07:42,小口売り連続/STRONG,5817,881.0,,,,10
week3,2026-07-28,15:15:25,投げ売り/買い気配へぶつけ,4894,4105.0,,,,
week3,2026-07-28,15:17:56,小口売り連続/WATCH,7071,366.0,,,,5
week3,2026-07-28,15:23:12,UNDER急増,4011,1915.0,26800,32200,20.1,
week3,2026-07-28,15:23:52,小口売り連続/WATCH,6433,844.0,,,,5
week3,2026-07-28,15:24:46,小口売り連続/WATCH,3963,336.0,,,,5
week3,2026-07-28,15:24:59,小口売り連続/WATCH,4570,941.0,,,,5
week3,2026-07-28,15:29:41,UNDER急増,4011,1921.0,13100,17800,35.9,
week3,2026-07-29,09:02:45,UNDER急増,4075,847.0,7100,23900,236.6,
week3,2026-07-29,09:02:46,UNDER急増,5597,1214.0,24800,30400,22.6,
week3,2026-07-29,09:02:49,UNDER急増,6433,839.0,28100,38400,36.7,
week3,2026-07-29,09:02:55,UNDER急増,7373,991.0,34000,52000,52.9,
week3,2026-07-29,09:04:02,UNDER急増,9227,841.0,51800,81000,56.4,
week3,2026-07-29,09:04:18,UNDER急増,4075,846.0,14300,19800,38.5,
week3,2026-07-29,09:04:26,UNDER急増,6217,697.0,25300,37600,48.6,
week3,2026-07-29,09:04:37,UNDER急増,4013,689.0,13800,31200,126.1,
week3,2026-07-29,09:04:42,UNDER急増,4446,805.0,34200,43700,27.8,
week3,2026-07-29,09:05:44,小口売り連続/WATCH,4418,781.0,,,,5
week3,2026-07-29,09:06:23,UNDER急増,4418,780.0,29700,49800,67.7,
week3,2026-07-29,09:06:29,UNDER急増,4575,699.0,27400,61600,124.8,
week3,2026-07-29,09:07:13,UNDER急増,5597,1195.0,22500,28400,26.2,
week3,2026-07-29,09:07:18,UNDER急増,7352,323.0,86600,150500,73.8,
week3,2026-07-29,09:07:27,UNDER急増,4418,786.0,33300,53400,60.4,
week3,2026-07-29,09:07:38,UNDER急増,5031,325.0,32100,70100,118.4,
week3,2026-07-29,09:07:59,UNDER急増,5599,1080.0,15300,21600,41.2,
week3,2026-07-29,09:08:19,UNDER急増,4165,562.0,54500,102500,88.1,
week3,2026-07-29,09:09:16,小口売り連続/WATCH,4894,4270.0,,,,5
week3,2026-07-29,09:09:24,UNDER急増,4165,562.0,61400,106300,73.1,
week3,2026-07-29,09:10:58,UNDER急増,3963,340.0,10100,47900,374.3,
week3,2026-07-29,09:11:29,UNDER急増,4418,785.0,30800,50900,65.3,
week3,2026-07-29,09:11:36,UNDER急増,4422,509.0,13600,35900,164.0,
week3,2026-07-29,09:11:52,UNDER急増,6217,697.0,26800,38900,45.1,
week3,2026-07-29,09:12:12,UNDER急増,4840,542.0,10900,22200,103.7,
week3,2026-07-29,09:14:45,UNDER急増,2998,499.0,47000,84400,79.6,
week3,2026-07-29,09:14:54,UNDER急増,7071,371.0,147300,215400,46.2,
week3,2026-07-29,09:14:55,UNDER急増,4575,694.0,36700,68100,85.6,
week3,2026-07-29,09:15:28,UNDER急増,4165,563.0,114300,184400,61.3,
week3,2026-07-29,09:15:38,小口売り連続/WATCH,3692,4925.0,,,,5
week3,2026-07-29,09:16:04,UNDER急増,2998,495.0,45000,85200,89.3,
week3,2026-07-29,09:16:14,UNDER急増,5729,1543.0,29100,35700,22.7,
week3,2026-07-29,09:16:26,UNDER急増,4813,339.0,128000,206100,61.0,
week3,2026-07-29,09:16:39,UNDER急増,7794,858.0,47700,70000,46.8,
week3,2026-07-29,09:20:40,UNDER急増,4446,806.0,38600,53500,38.6,
week3,2026-07-29,09:23:24,UNDER急増,7352,322.0,87000,147000,69.0,
week3,2026-07-29,09:24:15,UNDER急増,4570,930.0,29300,48400,65.2,
week3,2026-07-29,09:25:35,UNDER急増,2998,492.0,38700,76900,98.7,
week3,2026-07-29,09:26:11,UNDER急増,5132,1878.0,15100,18700,23.8,
week3,2026-07-29,09:26:48,UNDER急増,2998,490.0,38900,77100,98.2,
week3,2026-07-29,09:26:55,UNDER急増,6217,695.0,27200,40000,47.1,
week3,2026-07-29,09:32:17,小口売り連続/WATCH,5031,325.0,,,,5
week3,2026-07-29,09:33:29,小口売り連続/WATCH,9227,946.0,,,,5
week3,2026-07-29,09:33:31,UNDER急増,4446,799.0,35100,49900,42.2,
week3,2026-07-29,09:36:07,小口売り連続/WATCH,9227,917.0,,,,5
week3,2026-07-29,09:40:30,UNDER急増,6620,653.0,59300,72000,21.4,
week3,2026-07-29,09:41:19,小口売り連続/WATCH,9227,925.0,,,,5
week3,2026-07-29,09:42:35,UNDER急増,7373,989.0,36100,54100,49.9,
week3,2026-07-29,09:43:07,小口売り連続/WATCH,5707,820.0,,,,5
week3,2026-07-29,09:52:15,UNDER急増,9256,1458.0,5200,9700,86.5,
week3,2026-07-29,09:52:56,UNDER急増,5031,322.0,31100,72100,131.8,
week3,2026-07-29,09:58:44,小口売り連続/WATCH,4570,928.0,,,,5
week3,2026-07-29,10:01:25,UNDER急増,5132,1850.0,10900,15000,37.6,
week3,2026-07-29,10:01:44,UNDER急増,5031,317.0,30100,67500,124.3,
week3,2026-07-29,10:05:18,小口売り連続/WATCH,5597,1180.0,,,,5
week3,2026-07-29,10:06:25,小口売り連続/WATCH,5707,816.0,,,,5
week3,2026-07-29,10:07:32,小口売り連続/WATCH,5574,2608.0,,,,5
week3,2026-07-29,10:11:44,小口売り連続/WATCH,4418,787.0,,,,5
week3,2026-07-29,10:12:48,小口売り連続/STRONG,4418,782.0,,,,10
week3,2026-07-29,10:13:26,小口売り連続/WATCH,5597,1170.0,,,,5
week3,2026-07-29,10:13:51,UNDER急増,4840,510.0,6200,7500,21.0,
week3,2026-07-29,10:14:04,小口売り連続/WATCH,5817,884.0,,,,5
week3,2026-07-29,10:14:29,小口売り連続/WATCH,5574,2591.0,,,,5
week3,2026-07-29,10:14:46,小口売り連続/WATCH,5132,1831.0,,,,5
week3,2026-07-29,10:14:52,小口売り連続/WATCH,4570,916.0,,,,5
week3,2026-07-29,10:16:38,小口売り連続/WATCH,4894,4270.0,,,,5
week3,2026-07-29,10:16:51,小口売り連続/WATCH,5724,2205.0,,,,5
week3,2026-07-29,10:16:56,小口売り連続/STRONG,5574,2580.0,,,,10
week3,2026-07-29,10:17:12,小口売り連続/WATCH,4412,1093.0,,,,5
week3,2026-07-29,10:19:18,小口売り連続/WATCH,7352,320.0,,,,5
week3,2026-07-29,10:20:25,UNDER急増,4075,854.0,15700,22200,41.4,
week3,2026-07-29,10:23:48,小口売り連続/WATCH,7794,858.0,,,,5
week3,2026-07-29,10:24:03,UNDER急増,4418,781.0,30000,49700,65.7,
week3,2026-07-29,10:25:08,UNDER急増,4418,786.0,31500,51600,63.8,
week3,2026-07-29,10:27:51,UNDER急増,6217,675.0,21800,34600,58.7,
week3,2026-07-29,10:32:48,UNDER急増,6228,483.0,23300,48400,107.7,
week3,2026-07-29,10:36:01,UNDER急増,1514,579.0,122300,166800,36.4,
week3,2026-07-29,10:36:44,小口売り連続/WATCH,9227,936.0,,,,5
week3,2026-07-29,10:37:11,UNDER急増,6217,664.0,16200,29800,84.0,
week3,2026-07-29,10:39:13,UNDER急増,6217,662.0,21500,34300,59.5,
week3,2026-07-29,10:43:30,小口売り連続/WATCH,6620,648.0,,,,5
week3,2026-07-29,10:43:39,小口売り連続/WATCH,4579,446.0,,,,5
week3,2026-07-29,10:44:01,小口売り連続/WATCH,4894,4265.0,,,,5
week3,2026-07-29,10:46:03,小口売り連続/WATCH,3692,4960.0,,,,5
week3,2026-07-29,10:46:24,UNDER急増,4570,909.0,41800,50200,20.1,
week3,2026-07-29,10:49:32,UNDER急増,4446,800.0,33100,48000,45.0,
week3,2026-07-29,10:50:15,小口売り連続/WATCH,5817,875.0,,,,5
week3,2026-07-29,10:52:27,UNDER急増,4422,498.0,18400,40100,117.9,
week3,2026-07-29,10:57:49,小口売り連続/WATCH,4894,4230.0,,,,5
week3,2026-07-29,11:01:19,UNDER急増,4446,796.0,31800,46600,46.5,
week3,2026-07-29,11:01:47,UNDER急増,4422,495.0,17000,38000,123.5,
week3,2026-07-29,11:05:39,投げ売り/買い気配へぶつけ,7794,837.0,,,,
week3,2026-07-29,11:06:05,小口売り連続/WATCH,5597,1141.0,,,,5
week3,2026-07-29,11:10:19,UNDER急増,5132,1807.0,15400,19700,27.9,
week3,2026-07-29,11:11:03,小口売り連続/WATCH,5026,567.0,,,,5
week3,2026-07-29,11:12:15,UNDER急増,5590,656.0,32600,63500,94.8,
week3,2026-07-29,11:13:27,小口売り連続/WATCH,4165,580.0,,,,5
week3,2026-07-29,11:18:36,UNDER急増,4575,685.0,31600,63400,100.6,
week3,2026-07-29,11:18:46,小口売り連続/WATCH,7794,837.0,,,,5
week3,2026-07-29,11:20:00,UNDER急増,7794,840.0,49800,72100,44.8,
week3,2026-07-29,11:20:37,小口売り連続/WATCH,6433,812.0,,,,5
week3,2026-07-29,11:21:00,UNDER急増,7794,842.0,48000,70300,46.5,
week3,2026-07-29,11:22:11,小口売り連続/WATCH,4840,514.0,,,,5
week3,2026-07-29,12:17:26,UNDER急増,5132,1805.0,1900,2900,52.6,
week3,2026-07-29,12:25:15,UNDER急増,6620,652.0,20100,29800,48.3,
week3,2026-07-29,12:25:27,UNDER急増,5132,1805.0,1900,3100,63.2,
week3,2026-07-29,12:27:46,UNDER急増,6228,475.0,15500,22800,47.1,
week3,2026-07-29,12:30:07,投げ売り/買い気配へぶつけ,4813,339.0,,,,
week3,2026-07-29,12:31:15,UNDER急増,5031,316.0,27400,67000,144.5,
week3,2026-07-29,12:31:17,UNDER急増,4575,681.0,32800,64600,97.0,
week3,2026-07-29,12:31:18,UNDER急増,7352,320.0,91400,151600,65.9,
week3,2026-07-29,12:31:44,UNDER急増,6217,656.0,19400,31000,59.8,
week3,2026-07-29,12:31:48,UNDER急増,5724,2178.0,17000,22500,32.4,
week3,2026-07-29,12:32:17,UNDER急増,5729,1500.0,27100,33400,23.2,
week3,2026-07-29,12:32:43,小口売り連続/WATCH,9130,1427.0,,,,5
week3,2026-07-29,12:33:30,UNDER急増,7794,839.0,49800,61300,23.1,
week3,2026-07-29,12:34:13,UNDER急増,2998,489.0,41000,77600,89.3,
week3,2026-07-29,12:35:09,小口売り連続/WATCH,5574,2553.0,,,,5
week3,2026-07-29,12:37:35,UNDER急増,4013,687.0,12000,30700,155.8,
week3,2026-07-29,12:40:41,小口売り連続/WATCH,4011,1896.0,,,,5
week3,2026-07-29,12:41:16,UNDER急増,4422,487.0,8000,30700,283.8,
week3,2026-07-29,12:42:25,UNDER急増,4422,487.0,7300,30000,311.0,
week3,2026-07-29,12:42:55,UNDER急増,4418,776.0,28300,48400,71.0,
week3,2026-07-29,12:44:04,小口売り連続/WATCH,4579,439.0,,,,5
week3,2026-07-29,12:46:59,UNDER急増,4422,486.0,8600,29600,244.2,
week3,2026-07-29,12:47:11,UNDER急増,4395,698.0,20400,35900,76.0,
week3,2026-07-29,12:50:03,小口売り連続/WATCH,5597,1141.0,,,,5
week3,2026-07-29,12:51:40,UNDER急増,6217,647.0,25700,36800,43.2,
week3,2026-07-29,12:52:34,UNDER急増,4570,898.0,23700,40200,69.6,
week3,2026-07-29,12:52:37,UNDER急増,4422,483.0,7200,28200,291.7,
week3,2026-07-29,12:52:50,小口売り連続/WATCH,5724,2145.0,,,,5
week3,2026-07-29,12:53:59,UNDER急増,6217,639.0,14700,18700,27.2,
week3,2026-07-29,12:56:05,UNDER急増,6228,477.0,21400,44700,108.9,
week3,2026-07-29,12:56:10,小口売り連続/WATCH,5817,873.0,,,,5
week3,2026-07-29,12:56:51,UNDER急増,5026,555.0,25900,40200,55.2,
week3,2026-07-29,12:58:31,小口売り連続/WATCH,5574,2572.0,,,,5
week3,2026-07-29,12:58:55,UNDER急増,6217,633.0,12900,28300,119.4,
week3,2026-07-29,12:59:39,小口売り連続/WATCH,3692,4820.0,,,,5
week3,2026-07-29,13:02:42,UNDER急増,5588,760.0,13400,16400,22.4,
week3,2026-07-29,13:02:51,小口売り連続/WATCH,3692,4805.0,,,,5
week3,2026-07-29,13:03:05,UNDER急増,9130,1415.0,9900,18100,82.8,
week3,2026-07-29,13:05:19,小口売り連続/WATCH,7794,835.0,,,,5
week3,2026-07-29,13:08:21,小口売り連続/WATCH,4395,693.0,,,,5
week3,2026-07-29,13:08:45,小口売り連続/WATCH,5574,2556.0,,,,5
week3,2026-07-29,13:14:27,UNDER急増,4575,673.0,31500,63300,101.0,
week3,2026-07-29,13:16:37,小口売り連続/WATCH,9227,916.0,,,,5
week3,2026-07-29,13:23:09,UNDER急増,4395,691.0,22600,39500,74.8,
week3,2026-07-29,13:23:51,UNDER急増,5026,552.0,39700,47700,20.2,
week3,2026-07-29,13:25:14,UNDER急増,4840,502.0,12800,23400,82.8,
week3,2026-07-29,13:26:13,小口売り連続/WATCH,9227,914.0,,,,5
week3,2026-07-29,13:29:54,UNDER急増,5599,1054.0,15700,22900,45.9,
week3,2026-07-29,13:34:44,UNDER急増,6620,633.0,20200,49000,142.6,
week3,2026-07-29,13:38:23,UNDER急増,4422,475.0,8800,29600,236.4,
week3,2026-07-29,13:48:08,小口売り連続/WATCH,4075,838.0,,,,5
week3,2026-07-29,13:56:37,小口売り連続/WATCH,9227,930.0,,,,5
week3,2026-07-29,14:05:38,小口売り連続/WATCH,3791,1026.0,,,,5
week3,2026-07-29,14:11:55,小口売り連続/WATCH,9227,942.0,,,,5
week3,2026-07-29,14:20:18,UNDER急増,9130,1400.0,11500,19700,71.3,
week3,2026-07-29,14:32:32,小口売り連続/WATCH,7352,320.0,,,,5
week3,2026-07-29,14:40:00,小口売り連続/WATCH,5132,1802.0,,,,5
week3,2026-07-29,14:46:14,小口売り連続/WATCH,9227,938.0,,,,5
week3,2026-07-29,14:50:45,小口売り連続/WATCH,3692,4790.0,,,,5
week3,2026-07-29,14:52:04,小口売り連続/WATCH,9227,931.0,,,,5
week3,2026-07-29,14:58:46,小口売り連続/WATCH,7373,981.0,,,,5
week3,2026-07-29,15:11:11,小口売り連続/WATCH,3692,4785.0,,,,5
week3,2026-07-29,15:16:56,小口売り連続/WATCH,9227,933.0,,,,5
week3,2026-07-29,15:18:45,小口売り連続/WATCH,9227,933.0,,,,5
week3,2026-07-29,15:19:51,UNDER急増,7794,834.0,49600,71900,45.0,
week3,2026-07-29,15:20:37,投げ売り/買い気配へぶつけ,5132,1710.0,,,,
week3,2026-07-29,15:20:38,UNDER急増,5132,1710.0,1100,2500,127.3,
week3,2026-07-29,15:22:36,UNDER急増,9556,1889.0,19300,24800,28.5,
week3,2026-07-29,15:23:38,小口売り連続/WATCH,7352,320.0,,,,5
week3,2026-07-29,15:24:43,小口売り連続/STRONG,7352,320.0,,,,10
week3,2026-07-29,15:29:08,UNDER急増,2998,488.0,33600,40500,20.5,
week3,2026-07-30,09:01:00,UNDER急増,6047,356.0,86700,160400,85.0,
week3,2026-07-30,09:01:06,UNDER急増,3791,1036.0,58500,72900,24.6,
week3,2026-07-30,09:01:11,UNDER急増,7794,828.0,49700,73000,46.9,
week3,2026-07-30,09:01:21,投げ売り/買い気配へぶつけ,5707,800.0,,,,
week3,2026-07-30,09:01:22,UNDER急増,5707,800.0,68800,97600,41.9,
week3,2026-07-30,09:01:34,UNDER急増,5724,2141.0,18100,23800,31.5,
week3,2026-07-30,09:01:36,UNDER急増,5597,1140.0,25400,32900,29.5,
week3,2026-07-30,09:01:43,UNDER急増,3267,618.0,48100,64100,33.3,
week3,2026-07-30,09:02:00,UNDER急増,7352,318.0,105100,170700,62.4,
week3,2026-07-30,09:02:01,UNDER急増,4570,904.0,25800,43200,67.4,
week3,2026-07-30,09:02:09,UNDER急増,5817,890.0,21600,33600,55.6,
week3,2026-07-30,09:02:12,UNDER急増,1514,570.0,92400,136200,47.4,
week3,2026-07-30,09:02:32,UNDER急増,9556,1866.0,400,700,75.0,
week3,2026-07-30,09:02:41,UNDER急増,4075,828.0,1300,1800,38.5,
week3,2026-07-30,09:02:44,UNDER急増,4011,1860.0,18900,25400,34.4,
week3,2026-07-30,09:02:47,UNDER急増,6620,637.0,19500,51900,166.2,
week3,2026-07-30,09:02:51,UNDER急増,6217,645.0,13500,26900,99.3,
week3,2026-07-30,09:02:59,UNDER急増,9227,900.0,81100,102300,26.1,
week3,2026-07-30,09:02:59,投げ売り/買い気配へぶつけ,4165,592.0,,,,
week3,2026-07-30,09:03:02,小口売り連続/WATCH,9256,1391.0,,,,5
week3,2026-07-30,09:03:11,投げ売り/買い気配へぶつけ,4165,591.0,,,,
week3,2026-07-30,09:03:37,UNDER急増,4422,468.0,6000,9500,58.3,
week3,2026-07-30,09:03:42,UNDER急増,6047,352.0,80500,159300,97.9,
week3,2026-07-30,09:03:49,UNDER急増,9556,1866.0,2700,3400,25.9,
week3,2026-07-30,09:03:52,UNDER急増,6217,646.0,16800,31400,86.9,
week3,2026-07-30,09:04:11,UNDER急増,5724,2122.0,18100,22700,25.4,
week3,2026-07-30,09:04:34,小口売り連続/WATCH,9256,1352.0,,,,5
week3,2026-07-30,09:04:39,UNDER急増,4422,468.0,10100,31900,215.8,
week3,2026-07-30,09:04:57,UNDER急増,5729,1465.0,20400,26500,29.9,
week3,2026-07-30,09:05:20,UNDER急増,4446,802.0,22400,48700,117.4,
week3,2026-07-30,09:05:28,UNDER急増,6228,479.0,28300,48400,71.0,
week3,2026-07-30,09:06:49,UNDER急増,5817,880.0,23800,35800,50.4,
week3,2026-07-30,09:06:53,UNDER急増,4013,700.0,16200,32700,101.9,
week3,2026-07-30,09:07:03,UNDER急増,9130,1391.0,23100,34400,48.9,
week3,2026-07-30,09:07:31,UNDER急増,5026,548.0,20800,26000,25.0,
week3,2026-07-30,09:08:10,UNDER急増,5817,879.0,23600,35600,50.8,
week3,2026-07-30,09:08:18,UNDER急増,4075,828.0,1800,3400,88.9,
week3,2026-07-30,09:08:32,UNDER急増,5026,548.0,20000,26700,33.5,
week3,2026-07-30,09:10:01,UNDER急増,5026,548.0,24700,36900,49.4,
week3,2026-07-30,09:10:06,UNDER急増,4840,506.0,9100,20500,125.3,
week3,2026-07-30,09:13:35,UNDER急増,9130,1393.0,23200,34600,49.1,
week3,2026-07-30,09:15:00,小口売り連続/WATCH,5574,2530.0,,,,5
week3,2026-07-30,09:16:39,小口売り連続/WATCH,4894,4215.0,,,,5
week3,2026-07-30,09:17:34,小口売り連続/WATCH,9256,1380.0,,,,5
week3,2026-07-30,09:21:33,UNDER急増,6620,643.0,24500,53900,120.0,
week3,2026-07-30,09:22:35,UNDER急増,4165,588.0,131500,175300,33.3,
week3,2026-07-30,09:25:33,小口売り連続/WATCH,3692,4870.0,,,,5
week3,2026-07-30,09:27:08,UNDER急増,9556,1860.0,8500,14000,64.7,
week3,2026-07-30,09:27:27,小口売り連続/WATCH,9130,1372.0,,,,5
week3,2026-07-30,09:29:04,UNDER急増,3963,339.0,14100,47900,239.7,
week3,2026-07-30,09:29:09,UNDER急増,4013,699.0,13600,32700,140.4,
week3,2026-07-30,09:29:10,小口売り連続/WATCH,4894,4165.0,,,,5
week3,2026-07-30,09:30:00,小口売り連続/WATCH,9256,1430.0,,,,5
week3,2026-07-30,09:30:32,UNDER急増,3267,609.0,49300,66200,34.3,
week3,2026-07-30,09:34:54,小口売り連続/WATCH,9227,988.0,,,,5
week3,2026-07-30,09:34:55,UNDER急増,9130,1365.0,12000,20200,68.3,
week3,2026-07-30,09:39:24,UNDER急増,4013,697.0,13700,31600,130.7,
week3,2026-07-30,09:39:27,小口売り連続/WATCH,9227,980.0,,,,5
week3,2026-07-30,09:40:47,UNDER急増,4013,698.0,13000,30200,132.3,
week3,2026-07-30,09:40:53,小口売り連続/WATCH,4011,1854.0,,,,5
week3,2026-07-30,09:42:00,小口売り連続/WATCH,5574,2469.0,,,,5
week3,2026-07-30,09:44:13,UNDER急増,5817,878.0,21700,33700,55.3,
week3,2026-07-30,09:44:37,UNDER急増,6217,645.0,14800,29500,99.3,
week3,2026-07-30,09:46:13,UNDER急増,5817,880.0,24800,36800,48.4,
week3,2026-07-30,09:46:57,小口売り連続/WATCH,4446,801.0,,,,5
week3,2026-07-30,09:48:01,UNDER急増,9130,1355.0,12600,20500,62.7,
week3,2026-07-30,09:48:17,UNDER急増,5026,547.0,25400,39600,55.9,
week3,2026-07-30,09:52:06,小口売り連続/WATCH,9227,980.0,,,,5
week3,2026-07-30,09:52:24,UNDER急増,5591,780.0,10200,21400,109.8,
week3,2026-07-30,09:54:52,小口売り連続/WATCH,9227,977.0,,,,5
week3,2026-07-30,09:55:52,小口売り連続/WATCH,9256,1510.0,,,,5
week3,2026-07-30,09:57:39,小口売り連続/WATCH,9256,1401.0,,,,5
week3,2026-07-30,09:58:23,小口売り連続/WATCH,9227,955.0,,,,5
week3,2026-07-30,10:01:31,小口売り連続/WATCH,9227,945.0,,,,5
week3,2026-07-30,10:04:08,小口売り連続/WATCH,9256,1402.0,,,,5
week3,2026-07-30,10:08:32,UNDER急増,4013,699.0,13700,30900,125.5,
week3,2026-07-30,10:10:02,小口売り連続/WATCH,9227,941.0,,,,5
week3,2026-07-30,10:10:12,UNDER急増,4013,699.0,12400,32000,158.1,
week3,2026-07-30,10:15:30,小口売り連続/WATCH,5817,886.0,,,,5
week3,2026-07-30,10:19:15,UNDER急増,5026,536.0,19800,34100,72.2,
week3,2026-07-30,10:19:49,小口売り連続/WATCH,9227,946.0,,,,5
week3,2026-07-30,10:21:25,UNDER急増,4013,700.0,15800,33700,113.3,
week3,2026-07-30,10:24:25,小口売り連続/WATCH,9227,954.0,,,,5
week3,2026-07-30,10:29:41,小口売り連続/WATCH,9256,1464.0,,,,5
week3,2026-07-30,10:38:03,小口売り連続/WATCH,9227,935.0,,,,5
week3,2026-07-30,10:43:26,小口売り連続/WATCH,9256,1463.0,,,,5
week3,2026-07-30,10:45:29,UNDER急増,5591,778.0,10200,21000,105.9,
week3,2026-07-30,10:51:20,小口売り連続/WATCH,9256,1483.0,,,,5
week3,2026-07-30,10:52:00,小口売り連続/WATCH,9227,901.0,,,,5
week3,2026-07-30,10:53:52,小口売り連続/WATCH,9256,1482.0,,,,5
week3,2026-07-30,10:55:34,UNDER急増,4013,698.0,15900,33100,108.2,
week3,2026-07-30,10:57:13,小口売り連続/WATCH,9227,904.0,,,,5
week3,2026-07-30,10:57:27,小口売り連続/WATCH,5817,888.0,,,,5
week3,2026-07-30,11:22:06,UNDER急増,9227,889.0,78100,102300,31.0,
week3,2026-07-30,11:22:47,小口売り連続/WATCH,5707,819.0,,,,5
week3,2026-07-30,11:23:44,小口売り連続/WATCH,4894,4170.0,,,,5
week3,2026-07-30,11:29:10,小口売り連続/WATCH,4579,456.0,,,,5
week3,2026-07-30,11:29:59,小口売り連続/WATCH,4575,702.0,,,,5
week3,2026-07-30,12:05:10,UNDER急増,7373,977.0,18000,24400,35.6,
week3,2026-07-30,12:29:47,UNDER急増,5031,310.0,12200,19200,57.4,
week3,2026-07-30,12:31:02,UNDER急増,9130,1340.0,7000,10000,42.9,
week3,2026-07-30,12:31:04,小口売り連続/WATCH,9256,1408.0,,,,5
week3,2026-07-30,12:31:22,UNDER急増,4446,800.0,24300,51200,110.7,
week3,2026-07-30,12:31:26,UNDER急増,5892,2040.0,23500,30100,28.1,
week3,2026-07-30,12:31:34,UNDER急増,5026,530.0,24400,39300,61.1,
week3,2026-07-30,12:32:36,UNDER急増,5026,530.0,24900,37300,49.8,
week3,2026-07-30,12:33:40,UNDER急増,5026,530.0,25500,41300,62.0,
week3,2026-07-30,12:34:43,UNDER急増,4075,830.0,3900,10900,179.5,
week3,2026-07-30,12:35:53,UNDER急増,5591,780.0,8200,19100,132.9,
week3,2026-07-30,12:37:24,小口売り連続/WATCH,9256,1410.0,,,,5
week3,2026-07-30,12:37:57,UNDER急増,9227,874.0,86400,110200,27.5,
week3,2026-07-30,12:39:12,投げ売り/買い気配へぶつけ,9256,1354.0,,,,
week3,2026-07-30,12:45:44,小口売り連続/WATCH,9256,1382.0,,,,5
week3,2026-07-30,12:50:40,小口売り連続/WATCH,9227,880.0,,,,5
week3,2026-07-30,12:56:43,小口売り連続/WATCH,9256,1367.0,,,,5
week3,2026-07-30,12:58:52,小口売り連続/WATCH,5574,2548.0,,,,5
week3,2026-07-30,12:59:08,小口売り連続/WATCH,7071,395.0,,,,5
week3,2026-07-30,12:59:15,小口売り連続/WATCH,9227,873.0,,,,5
week3,2026-07-30,13:01:17,小口売り連続/WATCH,9227,867.0,,,,5
week3,2026-07-30,13:04:56,UNDER急増,9227,870.0,94400,118200,25.2,
week3,2026-07-30,13:05:59,UNDER急増,9227,870.0,93400,117200,25.5,
week3,2026-07-30,13:09:27,小口売り連続/WATCH,9256,1371.0,,,,5
week3,2026-07-30,13:10:39,UNDER急増,9227,872.0,98700,122500,24.1,
week3,2026-07-30,13:21:33,小口売り連続/WATCH,4579,455.0,,,,5
week3,2026-07-30,13:30:28,小口売り連続/WATCH,9256,1376.0,,,,5
week3,2026-07-30,13:38:07,小口売り連続/WATCH,9256,1376.0,,,,5
week3,2026-07-30,13:41:33,UNDER急増,9256,1346.0,40000,50500,26.2,
week3,2026-07-30,13:43:35,小口売り連続/WATCH,9130,1354.0,,,,5
week3,2026-07-30,13:44:44,UNDER急増,9256,1344.0,44300,55400,25.1,
week3,2026-07-30,13:47:27,UNDER急増,9256,1336.0,43200,54400,25.9,
week3,2026-07-30,13:49:00,小口売り連続/WATCH,9256,1332.0,,,,5
week3,2026-07-30,13:52:16,小口売り連続/WATCH,4446,804.0,,,,5
week3,2026-07-30,13:52:31,小口売り連続/WATCH,5588,815.0,,,,5
week3,2026-07-30,13:56:25,小口売り連続/WATCH,4075,827.0,,,,5
week3,2026-07-30,13:56:44,小口売り連続/WATCH,6433,832.0,,,,5
